BookingID	Travel Type	Class	Seat Number	PassengerID	FlightID
21818	Business travel	Eco	7733	43842	91841
26443	Personal Travel	Eco	7141	120292	111516
28848	Business travel	Eco	69	70616	98039
23154	Business travel	Eco Plus	5217	108944	46607
12166	Business travel	Business	138	109590	33773
22774	Personal Travel	Business	7178	29471	24396
15400	Business travel	Eco	8917	10953	5505
24851	Business travel	Business	5254	87170	80157
27405	Business travel	Eco	6771	40114	71279
24424	Business travel	Business	5069	60959	119089
18462	Business travel	Business	70	286	6849
21631	Personal Travel	Eco	3922	99504	64914
26349	Business travel	Business	4773	118938	68387
29078	Business travel	Business	2849	28296	83011
13951	Business travel	Business	5328	101005	83377
21728	Business travel	Eco Plus	4292	51263	631
23665	Business travel	Business	5291	1507	86199
17599	Business travel	Business	5106	72911	78448
18628	Business travel	Eco	5365	83439	107444
21349	Personal Travel	Eco	5069	39694	30596
27216	Personal Travel	Eco	3811	98976	6784
26343	Business travel	Eco	4477	28365	107119
16873	Business travel	Business	37	54710	36978
23497	Business travel	Business	128	65308	108957
14438	Personal Travel	Eco	2610	52434	68675
26276	Personal Travel	Eco	2760	36689	70197
28619	Personal Travel	Eco Plus	2790	12776	105960
23285	Business travel	Business	6660	94201	62640
27045	Business travel	Eco	24	81388	2765
23435	Personal Travel	Eco	24	116463	17186
19587	Business travel	Business	6290	66179	17124
21993	Business travel	Business	6364	88102	11027
21902	Personal Travel	Eco	6660	26949	29061
28524	Personal Travel	Eco	4470	124725	43984
14602	Business travel	Eco	6586	115731	14569
21614	Business travel	Business	24	99559	76512
15218	Business travel	Business	24	1307	33389
20476	Personal Travel	Eco	6771	79670	95367
13431	Business travel	Business	69	114149	50637
14258	Business travel	Business	6105	13103	4184
22562	Business travel	Business	70	59222	78939
17405	Business travel	Business	6882	94357	90311
20637	Business travel	Business	6512	97449	14609
20100	Business travel	Eco	4140	125235	87061
25051	Personal Travel	Eco	24	113769	46692
23659	Business travel	Eco	6734	36549	96653
12892	Personal Travel	Eco	6438	108169	32758
20018	Business travel	Eco	7400	94873	24488
17323	Personal Travel	Eco	24	123289	19700
16763	Business travel	Eco Plus	4230	20734	41179
19242	Personal Travel	Eco Plus	30	33889	69336
18244	Business travel	Eco	37	74146	19340
14609	Business travel	Business	3071	55240	17801
13668	Business travel	Business	4070	23104	80759
13098	Business travel	Business	3108	42011	57386
14082	Business travel	Business	2997	115119	56437
14084	Business travel	Business	2812	101659	65842
27520	Business travel	Business	3922	93261	20196
11809	Personal Travel	Eco	70	106610	114219
13636	Business travel	Business	3034	91460	80812
26030	Business travel	Eco Plus	4514	44817	1573
17035	Business travel	Business	4588	115610	93799
11077	Business travel	Business	4181	60041	91878
26271	Business travel	Business	3367	92898	85601
21987	Personal Travel	Eco	4255	31018	16665
17803	Business travel	Eco	30	81392	26162
27782	Business travel	Business	4181	111950	93500
13060	Business travel	Business	120	80663	108909
21397	Business travel	Business	3996	107035	20201
20337	Business travel	Eco	5032	121308	103218
24144	Personal Travel	Eco Plus	3811	123342	125977
28078	Personal Travel	Eco	5698	32903	33576
12459	Business travel	Eco Plus	3959	17667	31835
19763	Business travel	Eco Plus	4255	6464	61944
15338	Business travel	Business	4181	101707	104093
15339	Business travel	Business	4181	7978	19504
12590	Personal Travel	Eco	148	110803	58133
26128	Business travel	Eco	5217	95617	5752
17257	Personal Travel	Eco	4218	60591	58545
28860	Business travel	Business	4181	54418	78507
14346	Business travel	Eco Plus	240	124866	51213
22978	Business travel	Eco	240	51574	47051
27668	Business travel	Business	173	114082	92030
14596	Business travel	Eco	173	35331	70784
13554	Business travel	Business	120	70468	36711
12308	Business travel	Business	1740	119099	78986
20131	Business travel	Eco	2670	110397	70733
12642	Business travel	Business	2790	108193	98572
12798	Business travel	Business	2520	29278	123069
23628	Business travel	Business	1980	98147	74033
18098	Business travel	Eco Plus	1830	97689	73347
18450	Business travel	Eco	1770	20805	45442
25882	Business travel	Business	1830	30441	117872
23065	Business travel	Business	1860	62128	56309
27996	Personal Travel	Eco	1860	50959	115174
21890	Personal Travel	Eco	37	3920	93037
20791	Personal Travel	Eco	2670	22989	39850
23552	Business travel	Eco	1800	111036	94532
17469	Personal Travel	Eco	6845	34805	96756
15213	Business travel	Business	24	68068	90337
14736	Personal Travel	Eco	4230	117139	42564
22945	Business travel	Eco	5624	118651	52544
17154	Business travel	Eco	4410	16985	50628
26504	Business travel	Business	24	85072	6152
12198	Business travel	Eco	24	15670	30308
15831	Business travel	Eco Plus	24	68137	60902
25117	Business travel	Business	4350	123164	20651
18525	Personal Travel	Eco	70	36845	61557
15769	Business travel	Eco Plus	24	17451	101714
14309	Business travel	Eco	24	45594	62423
28479	Personal Travel	Eco	5476	123709	15801
22147	Personal Travel	Eco	24	118741	48239
18074	Personal Travel	Eco	6327	46265	93260
24797	Business travel	Business	4260	103439	54463
15288	Business travel	Business	4170	117757	92929
13286	Business travel	Eco	24	23043	99868
23222	Personal Travel	Eco	24	45009	42889
15147	Business travel	Eco	4380	10869	29785
24030	Personal Travel	Eco	24	113642	76555
19418	Business travel	Eco	140	36913	40824
21986	Personal Travel	Business	5735	9209	97859
14436	Business travel	Business	140	110354	118442
19347	Business travel	Business	4470	102344	49855
17334	Personal Travel	Eco	4020	66245	67371
20164	Business travel	Business	4290	2852	103360
25258	Business travel	Business	24	125304	109869
26568	Business travel	Eco	5402	94889	31868
12038	Business travel	Business	24	119911	112793
21496	Business travel	Business	6364	129586	7466
19018	Business travel	Business	5513	58194	88882
11748	Business travel	Business	6660	78323	43699
19265	Business travel	Business	24	51948	51917
22019	Business travel	Eco	24	50288	55005
14121	Business travel	Eco	4080	9685	124442
11174	Business travel	Business	70	90835	69311
25765	Business travel	Eco	24	29806	86338
16178	Personal Travel	Eco	24	127821	48240
20822	Business travel	Business	6068	100724	115357
13830	Business travel	Eco Plus	24	104066	29826
23719	Business travel	Business	6845	45221	105080
11943	Personal Travel	Eco	24	96106	120601
24318	Business travel	Business	24	5168	40565
12635	Personal Travel	Eco	168	85301	104381
27025	Personal Travel	Eco	24	27576	108486
13279	Business travel	Business	24	10806	101227
27729	Business travel	Business	4410	82950	83685
11463	Business travel	Business	24	68820	51808
11638	Personal Travel	Eco	4350	41932	37006
27542	Personal Travel	Business	24	94120	113940
27150	Personal Travel	Eco	5550	19301	85841
14658	Business travel	Eco	24	17606	34402
23105	Personal Travel	Eco	120	17961	3464
20087	Business travel	Eco	122	28871	1123
14487	Personal Travel	Eco	122	56733	83766
20779	Personal Travel	Eco	122	59118	51993
18369	Business travel	Business	122	90580	102560
25378	Personal Travel	Eco	122	104013	88628
28829	Personal Travel	Eco	122	58434	24392
19186	Business travel	Business	240	62768	81590
13687	Business travel	Business	70	37157	122331
25812	Business travel	Eco	120	43179	103659
29323	Business travel	Business	37	104829	107305
25712	Business travel	Eco	30	53842	26557
22248	Business travel	Eco	35	16606	5463
15475	Business travel	Business	4551	126600	107891
21160	Business travel	Business	5698	74144	3013
16147	Business travel	Eco	4440	8920	56729
16087	Business travel	Business	4551	106271	82462
27105	Personal Travel	Eco	30	125172	113772
20992	Business travel	Business	5254	62313	117604
28085	Business travel	Business	3774	46105	28602
26747	Business travel	Business	5365	77477	29588
13465	Business travel	Business	5735	59887	2612
26190	Business travel	Business	4218	10298	59310
15159	Business travel	Business	5291	122646	35227
11852	Business travel	Business	70	119398	20929
25114	Personal Travel	Eco	5550	8223	37885
21337	Business travel	Business	35	514	92592
16752	Personal Travel	Eco	5365	103577	68209
16855	Business travel	Business	24	80697	16026
14461	Personal Travel	Eco	122	129555	30336
16081	Business travel	Business	122	53107	95832
26320	Business travel	Business	122	75395	66207
11078	Personal Travel	Eco	1740	19580	24820
25282	Personal Travel	Eco	2065	77032	70742
25903	Business travel	Eco	1860	42198	81833
19892	Business travel	Business	37	6985	109393
12921	Business travel	Eco	1800	89822	40217
28962	Business travel	Business	1830	4380	52160
29408	Personal Travel	Eco	1800	108923	81518
28813	Business travel	Eco	1740	76291	63588
14216	Personal Travel	Eco	1770	87842	44040
18796	Personal Travel	Eco	2135	98703	118213
17132	Personal Travel	Eco	1800	80641	34321
22002	Business travel	Business	1860	107586	81440
23043	Business travel	Business	1800	92882	107247
19227	Business travel	Eco	4170	45533	81812
21555	Personal Travel	Eco	6845	125911	8489
13624	Business travel	Eco Plus	24	86568	31583
22536	Business travel	Eco Plus	5735	118847	40396
23938	Business travel	Business	24	102099	108646
20323	Business travel	Business	4935	88925	48914
20188	Personal Travel	Eco	24	89716	42275
23427	Business travel	Business	5920	54873	17075
24542	Business travel	Business	4380	4354	34282
13537	Business travel	Business	24	1609	78351
12233	Business travel	Eco	70	46669	12923
13337	Personal Travel	Eco	4530	2420	36265
27582	Business travel	Business	24	86676	104113
20670	Business travel	Eco	24	122412	113908
24452	Business travel	Business	4500	112547	42861
19848	Personal Travel	Eco	24	81539	129851
24431	Business travel	Eco	24	44355	109512
25056	Business travel	Eco	24	55564	35877
25363	Business travel	Business	5624	81036	49026
29138	Business travel	Business	70	62565	83020
17028	Business travel	Business	3630	74322	102490
21966	Business travel	Business	5145	67090	42918
25350	Personal Travel	Eco Plus	5513	51430	84940
28820	Personal Travel	Business	24	99815	42237
28821	Business travel	Business	5809	3643	121686
16095	Personal Travel	Eco	4410	97188	85755
23103	Business travel	Business	24	38294	115632
19206	Personal Travel	Eco	24	96883	114364
21206	Personal Travel	Eco	4350	31773	8665
16889	Business travel	Business	24	53367	102968
23848	Business travel	Business	24	5512	89407
12900	Business travel	Eco	4200	22172	98237
25781	Business travel	Eco	24	92685	57940
11978	Business travel	Business	24	81531	80629
11994	Business travel	Business	6475	64202	89452
12210	Business travel	Business	24	64306	27409
18908	Business travel	Eco	5365	17380	117121
28581	Personal Travel	Eco	24	33631	56431
28060	Business travel	Business	5587	109499	44330
15694	Business travel	Business	24	94745	126811
13358	Business travel	Business	24	126484	122800
24529	Business travel	Business	24	90246	34279
29043	Personal Travel	Business	5180	109782	88432
25009	Business travel	Business	24	112610	17241
13199	Business travel	Business	24	72338	18563
23251	Business travel	Eco	6845	93939	112515
16687	Personal Travel	Eco	4170	126750	64498
29255	Business travel	Eco	4350	36975	93350
11672	Business travel	Business	24	3017	9630
13959	Business travel	Business	4958	93973	24047
21623	Business travel	Business	6845	69643	93875
18149	Personal Travel	Eco	4650	123218	34368
12976	Business travel	Business	70	122185	8910
26667	Business travel	Eco	5143	16656	87005
25435	Personal Travel	Eco	4470	57284	62017
14075	Business travel	Business	24	114246	81497
27852	Business travel	Business	6771	84364	4738
15992	Business travel	Business	24	53261	76317
20216	Business travel	Business	4320	69411	15908
22293	Business travel	Business	3960	38637	61148
26594	Business travel	Eco Plus	4470	125026	46009
28834	Business travel	Eco Plus	5476	41620	90124
11042	Business travel	Eco	4350	38761	88177
13273	Business travel	Business	4200	3189	38933
14531	Personal Travel	Eco	5698	26509	86814
14285	Business travel	Eco	5994	38521	104890
28830	Business travel	Eco	24	11753	124421
20080	Business travel	Business	24	45683	88004
28506	Business travel	Business	4260	23806	121616
13817	Business travel	Eco	4260	73308	118978
28389	Personal Travel	Eco	24	17747	29026
14687	Personal Travel	Eco	24	46329	8956
20041	Business travel	Business	24	27803	7167
14192	Business travel	Eco	6697	41993	119553
29388	Personal Travel	Eco	70	20855	73871
16262	Business travel	Business	24	42032	90986
16268	Personal Travel	Eco	24	42506	76131
25514	Business travel	Business	24	36484	10739
25693	Business travel	Eco	4350	33321	64163
13766	Business travel	Eco	3930	49440	64187
22483	Business travel	Business	6845	117775	46232
19372	Business travel	Business	24	98812	118120
16186	Business travel	Business	24	113150	87586
13394	Business travel	Business	24	101662	33845
24417	Personal Travel	Business	24	76362	21821
21078	Business travel	Business	24	103160	64759
24106	Personal Travel	Eco	24	6054	2734
28525	Business travel	Eco Plus	24	52694	74314
26809	Business travel	Business	6623	81256	125462
20177	Business travel	Business	24	115026	15482
20480	Business travel	Business	24	31424	91366
27589	Business travel	Eco Plus	24	36154	125035
12669	Personal Travel	Eco	24	73038	16661
16958	Business travel	Business	24	70922	94528
19181	Personal Travel	Eco	24	6442	38715
12727	Business travel	Eco	5920	23792	55410
29202	Business travel	Business	24	62854	124154
13413	Personal Travel	Eco	74	125922	33095
16618	Business travel	Business	24	101735	19433
14284	Business travel	Eco Plus	5698	13793	14698
21183	Business travel	Business	4470	45544	26120
25138	Personal Travel	Eco	24	128499	116985
11208	Business travel	Business	24	75319	61049
18156	Personal Travel	Eco	24	63062	98125
26263	Personal Travel	Eco	5513	69088	12987
26386	Personal Travel	Eco	74	56055	113036
26280	Business travel	Eco	30	23256	111947
19807	Business travel	Business	1980	2766	11754
13174	Business travel	Eco	2790	88472	17954
